video_id,start,end,split,surgery_id,phase_id,operation_id
case_0078,87.75,106.51,val,0,1,24
case_0078,106.51,151.4,val,0,1,9
case_0078,151.4,160.79,val,3,2,1
case_0078,160.79,192.86,val,0,8,12
case_0078,192.86,201.97,val,2,0,0
case_0078,201.97,214.71,val,2,4,7
case_0078,214.71,233.47,val,2,4,6
case_0078,233.47,243.21,val,3,2,1
case_0078,243.21,257.76,val,0,6,13
case_0078,257.76,316.65,val,2,11,17
case_0078,316.65,347.18,val,0,5,4
case_0080,0,10.76,train,5,3,2
case_0080,10.76,24.44,train,0,7,107
case_0080,24.44,44.74,train,0,1,10
case_0080,44.74,62.6,train,0,1,28
case_0080,62.6,72.07,train,0,1,29
case_0080,72.07,145,train,0,1,9
case_0080,145,197.12,train,0,8,12
case_0080,197.12,206.71,train,2,0,0
case_0080,206.71,222,train,3,2,1
case_0080,222,237.82,train,2,4,7
case_0080,237.82,253.46,train,2,4,6
case_0080,253.46,264.4,train,2,10,5
case_0080,264.4,275.44,train,2,11,17
case_0080,275.44,286.79,train,0,10,5
case_0080,286.79,293.29,train,0,5,4
case_0083,0,49,test,5,3,2
case_0083,49,53.5,test,0,6,8
case_0083,53.5,61.32,test,0,0,0
case_0083,61.32,89.44,test,0,7,3
case_0083,89.44,101.56,test,3,2,1
case_0083,101.56,118.56,test,0,1,28
case_0083,118.56,129.96,test,0,0,0
case_0083,129.96,139.84,test,0,1,29
case_0083,139.84,185.52,test,0,1,9
case_0083,185.52,220.5,test,0,1,46
case_0083,220.5,234.12,test,0,0,0
case_0083,234.12,250.4,test,0,1,46
case_0083,250.4,252,test,0,0,0
case_0083,252,266.24,test,0,1,46
case_0083,266.24,269.72,test,0,0,0
case_0083,269.72,296.48,test,0,8,15
case_0083,296.48,310,test,0,10,5
case_0083,310,322,test,0,89,190
case_0083,322,324.6,test,0,8,15
case_0083,324.6,326,test,0,10,5
case_0083,326,328,test,2,0,0
case_0083,328,332.5,test,2,4,7
case_0083,332.5,334.5,test,2,4,6
case_0083,334.5,341.08,test,2,11,17
case_0083,341.08,345,test,0,5,4
case_0083,345,356.12,test,5,3,2
case_0085,0,27.23,train,8,17,25
case_0085,27.23,109.99,train,8,23,37
case_0085,109.99,119.89,train,8,16,14
case_0085,119.89,158.66,train,8,28,68
case_0085,158.66,240.69,train,8,28,70
case_0085,240.69,260.05,train,8,39,88
case_0085,260.05,283.48,train,8,19,23
case_0085,283.48,336.97,train,8,34,121
case_0085,336.97,346.81,train,8,16,14
case_0085,346.81,396.13,train,8,50,102
case_0085,396.13,418.32,train,8,37,67
case_0085,418.32,438.17,train,3,2,1
case_0085,438.17,675.1,train,8,34,61
case_0085,675.1,692.53,train,8,19,23
case_0085,692.53,709.44,train,3,2,1
case_0085,709.44,1050.95,train,8,5,36
case_0087,0,10.04,train,5,3,2
case_0087,10.04,12.88,train,0,6,8
case_0087,12.88,17,train,0,0,0
case_0087,17,18.5,train,0,6,13
case_0087,18.5,26.5,train,0,7,3
case_0087,26.5,29.64,train,0,6,81
case_0087,29.64,37,train,0,1,10
case_0087,37,39.08,train,0,0,0
case_0087,39.08,46.16,train,0,1,20
case_0087,46.16,48.12,train,0,0,0
case_0087,48.12,172,train,0,1,28
case_0087,172,183.5,train,0,1,29
case_0087,183.5,203.5,train,0,1,9
case_0087,203.5,217,train,5,3,2
case_0087,217,227.6,train,0,1,9
case_0087,227.6,231.3,train,2,4,7
case_0087,231.3,233.56,train,2,4,6
case_0087,233.56,236,train,2,11,17
case_0087,236,240,train,0,5,4
case_0087,240,245.41,train,5,3,2
case_0088,0,18.84,train,5,3,2
case_0088,18.84,34.24,train,0,7,60
case_0088,34.24,40.5,train,0,7,3
case_0088,40.5,70.8,train,0,0,0
case_0088,70.8,96,train,0,7,58
case_0088,96,107.44,train,0,6,13
case_0088,107.44,113.6,train,0,7,42
case_0088,113.6,129.32,train,0,7,3
case_0088,129.32,162.36,train,0,1,9
case_0088,162.36,176.4,train,0,8,12
case_0088,176.4,182.84,train,2,0,0
case_0088,182.84,208.4,train,3,2,1
case_0088,208.4,216.48,train,2,4,7
case_0088,216.48,228.76,train,2,0,0
case_0088,228.76,246.6,train,2,11,17
case_0088,246.6,250,train,0,0,0
case_0088,250,260.32,train,0,7,58
case_0088,260.32,263.56,train,0,0,0
case_0088,263.56,270.52,train,0,7,3
case_0088,270.52,285.48,train,2,11,17
case_0088,285.48,297.56,train,0,10,5
case_0088,297.56,299.32,train,0,5,4
case_0088,299.32,303.48,train,0,10,5
case_0088,303.48,306.76,train,0,5,4
case_0088,306.76,315.24,train,0,10,5
case_0088,315.24,323.64,train,5,3,2
case_0088,323.64,328.64,train,0,7,58
case_0088,328.64,353.16,train,0,0,0
case_0088,353.16,359.32,train,0,6,13
case_0088,359.32,450.32,train,0,7,3
case_0088,450.32,478.12,train,0,1,9
case_0088,478.12,517.72,train,0,8,12
case_0088,517.72,520.24,train,0,0,0
case_0088,520.24,526.04,train,0,10,5
case_0088,526.04,530.28,train,2,0,0
case_0088,530.28,538.76,train,2,4,7
case_0088,538.76,545.32,train,2,4,6
case_0088,545.32,556.6,train,0,7,42
case_0088,556.6,575.04,train,0,7,3
case_0088,575.04,586.64,train,0,7,58
case_0088,586.64,603.36,train,0,7,3
case_0088,603.36,616.52,train,2,11,17
case_0088,616.52,634,train,0,5,4
case_0088,634,641.88,train,0,5,19
case_0088,641.88,651.08,train,5,3,2
case_0088,651.08,660.96,train,0,12,16
case_0088,660.96,670.52,train,0,12,26
case_0088,670.52,683,train,3,2,1
case_0088,683,698.08,train,0,0,0
case_0088,698.08,720.84,train,3,2,1
case_0088,720.84,768.52,train,0,7,60
case_0088,768.52,814.96,train,5,3,2
case_0088,814.96,825.96,train,0,6,41
case_0088,825.96,848.62,train,0,7,3
case_0088,848.62,853.42,train,0,1,10
case_0088,853.42,860.96,train,0,1,24
case_0088,860.96,874.6,train,0,1,9
case_0088,874.6,877.88,train,0,10,5
case_0088,877.88,882.2,train,0,5,4
case_0088,882.2,884.02,train,0,5,19
case_0088,884.02,893.4,train,5,3,2
case_0088,893.4,907.6,train,0,0,0
case_0088,907.6,922.2,train,0,6,13
case_0088,922.2,964.88,train,0,7,3
case_0088,964.88,983.92,train,0,0,0
case_0088,983.92,995.96,train,3,2,1
case_0088,995.96,1018.32,train,0,7,60
case_0088,1018.32,1027.8,train,3,2,1
case_0088,1027.8,1039.16,train,0,6,13
case_0088,1039.16,1077.6,train,0,7,3
case_0088,1077.6,1087.82,train,0,1,10
case_0088,1087.82,1097.48,train,0,1,24
case_0088,1097.48,1124.24,train,0,1,9
case_0088,1124.24,1139.52,train,0,8,12
case_0088,1139.52,1144.12,train,2,0,0
case_0088,1144.12,1144.85,train,5,3,2
case_0089,0,5.24,train,5,3,2
case_0089,5.35,16,train,4,33,53
case_0089,16,17.92,train,4,20,27
case_0089,17.92,21.49,train,4,33,53
case_0089,21.49,29.59,train,4,20,27
case_0089,29.59,48.35,train,4,9,31
case_0089,48.35,69.2,train,4,0,0
case_0089,69.2,94.66,train,4,9,33
case_0089,94.66,102.78,train,4,13,30
case_0089,102.78,204,train,4,13,21
case_0089,204,206.21,train,4,10,5
case_0089,206.21,207.71,train,4,19,23
case_0089,207.71,209.5,train,4,16,14
case_0089,209.5,227.43,train,4,13,21
case_0089,227.43,242.68,train,4,29,47
case_0089,242.68,255,train,3,2,1
case_0089,255,265.1,train,4,5,19
case_0089,265.1,297.96,train,4,45,95
case_0089,297.96,303.47,train,4,43,85
case_0089,303.47,317.26,train,5,3,2
case_0090,0,10.37,train,5,3,2
case_0090,10.76,161.25,train,4,40,89
case_0090,161.25,192.5,train,4,20,27
case_0090,192.5,203,train,4,33,53
case_0090,203,232,train,3,2,1
case_0090,233.43,244,train,4,22,131
case_0090,244,275.91,train,4,22,74
case_0090,275.91,288,train,3,2,1
case_0090,288,345.12,train,4,9,31
case_0090,345.12,360,train,4,9,59
case_0090,360,413,train,4,9,33
case_0090,413,430,train,4,16,14
case_0090,430,449.55,train,22,82,169
case_0090,449.55,457,train,4,16,14
case_0090,457,484.7,train,4,10,5
case_0090,484.7,498.55,train,4,9,33
case_0090,498.55,505,train,4,16,14
case_0090,505,530.17,train,2,4,7
case_0090,530.59,622.78,train,4,71,158
case_0090,622.78,633.62,train,4,0,0
case_0090,633.62,655.77,train,4,13,30
case_0090,655.77,985,train,4,13,21
case_0090,985,1015,train,4,29,47
case_0090,1015,1049,train,4,13,51
case_0090,1049.78,1063.07,train,4,40,113
case_0090,1063.07,1086,train,4,5,19
case_0090,1086.89,1112.52,train,4,45,95
case_0090,1112.52,1130.12,train,4,21,35
case_0090,1130.12,1170.87,train,4,14,11
case_0093,0,93.64,test,5,3,2
case_0093,93.64,113.96,test,0,20,27
case_0093,113.96,122,test,0,6,8
case_0093,122,126.51,test,0,18,18
case_0093,126.51,128.24,test,0,12,16
case_0093,128.24,130,test,0,12,26
case_0093,130,132.5,test,0,0,0
case_0093,132.5,142.39,test,0,6,41
case_0093,142.39,146.39,test,0,0,0
case_0093,146.39,156.04,test,3,2,1
case_0093,156.04,190.2,test,0,7,3
case_0093,190,206.83,test,0,1,10
case_0093,206.83,209.43,test,0,0,0
case_0093,209.43,217.58,test,0,1,20
case_0093,217.58,284.09,test,0,1,9
case_0093,284.09,300.12,test,0,1,46
case_0093,300.12,305.88,test,0,0,0
case_0093,305.88,323.52,test,0,8,15
case_0093,323.52,328.5,test,2,0,0
case_0093,328.5,338.92,test,2,4,7
case_0093,338.92,368.16,test,0,8,43
case_0093,368.16,379.44,test,0,11,22
case_0093,379.44,390.19,test,0,5,4
case_0093,390.19,417,test,2,4,6
case_0093,417,433.31,test,0,5,4
case_0093,433.31,482.98,test,5,3,2
case_0100,0,123.5,train,5,3,2
case_0100,123.5,124.24,train,0,15,39
case_0100,124.24,138.04,train,0,15,40
case_0100,138.04,138.1,train,0,0,0
case_0100,138.1,140.5,train,0,15,34
case_0100,140.5,141,train,0,0,0
case_0100,141,144.22,train,0,26,57
case_0100,144.22,146,train,0,0,0
case_0100,146,190.48,train,0,7,3
case_0100,190.48,220.96,train,0,1,10
case_0100,220.96,232,train,3,2,1
case_0100,232,236,train,0,0,0
case_0100,236,251.04,train,0,52,112
case_0100,251.04,257.08,train,0,0,0
case_0100,257.08,264.32,train,0,1,20
case_0100,264.32,294,train,3,2,1
case_0100,294,379.06,train,0,1,28
case_0100,379.06,391.71,train,0,1,29
case_0100,391.71,404.38,train,0,1,9
case_0100,404.38,408.19,train,0,0,0
case_0100,408.19,423.45,train,0,1,9
case_0100,423.45,426,train,0,10,5
case_0100,426,428.02,train,0,0,0
case_0100,428.02,435.63,train,0,8,15
case_0100,435.63,442,train,0,10,5
case_0100,442,447.04,train,2,0,0
case_0100,447.04,451,train,2,4,7
case_0100,451,478.5,train,2,4,6
case_0100,478.5,481.14,train,0,0,0
case_0100,481.14,483.35,train,0,26,65
case_0100,483.35,492,train,2,4,6
case_0100,492,496.16,train,2,11,22
case_0100,496.16,501.4,train,2,4,6
case_0100,501.4,525.98,train,0,62,135
case_0100,525.98,528,train,0,10,5
case_0100,528,532.36,train,3,2,1
case_0100,532.36,538,train,0,5,4
case_0100,538,543,train,0,5,90
case_0100,543,563.52,train,5,3,2
case_0108,0,12,train,12,51,114
case_0108,12,14.9,train,12,49,100
case_0108,14.9,18.15,train,12,32,77
case_0108,18.15,61.08,train,12,49,100
case_0108,61.08,86.49,train,12,0,156
case_0108,86.49,101.37,train,12,78,167
case_0108,101.37,102.24,train,12,32,103
case_0108,102.24,136.49,train,3,2,1
case_0111,0,60.4,train,0,7,3
case_0111,60.4,78.43,train,0,1,10
case_0111,78.43,146.57,train,0,1,9
case_0111,146.57,233.03,train,0,8,12
case_0111,233.03,258.31,train,0,8,43
case_0111,258.31,283.15,train,0,8,50
case_0111,283.15,288.8,train,3,2,1
case_0111,288.8,306.21,train,0,8,50
case_0111,306.21,319.28,train,2,0,0
case_0111,319.28,392.26,train,3,2,1
case_0111,392.26,441.73,train,2,4,7
case_0111,441.73,459.08,train,2,4,6
case_0111,459.08,515.05,train,0,7,108
case_0111,515.05,532,train,2,4,6
case_0111,532,557.86,train,2,11,17
case_0111,557.86,623.26,train,0,5,4
case_0111,623.26,648.15,train,0,21,35
case_0113,0,6.97,train,5,3,2
case_0113,6.97,9,train,3,2,1
case_0113,9,10.87,train,4,20,27
case_0113,10.87,15.87,train,4,9,31
case_0113,15.87,21.1,train,4,9,59
case_0113,21.1,25.67,train,4,0,0
case_0113,25.67,52.53,train,4,9,33
case_0113,52.53,68.3,train,4,29,47
case_0113,68.3,78.6,train,4,13,30
case_0113,78.6,94.07,train,4,13,21
case_0113,94.07,102.73,train,5,3,2
case_0118,0,27.4,train,5,3,2
case_0118,27.4,32.08,train,0,0,0
case_0118,32.08,53.69,train,0,7,3
case_0118,53.69,71,train,0,1,10
case_0118,67.96,73.3,train,0,0,0
case_0118,73.3,126.24,train,0,1,9
case_0118,126.24,138.84,train,0,10,5
case_0118,138.84,143.12,train,0,0,0
case_0118,143.12,145.2,train,0,14,11
case_0118,145.2,159,train,0,8,15
case_0118,159.8,165.36,train,0,0,0
case_0118,165.36,212,train,3,2,1
case_0118,212,216.5,train,2,0,0
case_0118,216.8,219.5,train,2,4,7
case_0118,219.5,222.1,train,2,4,6
case_0118,222.1,223.64,train,0,14,11
case_0118,223.64,250.9,train,3,2,1
case_0118,250.9,274.16,train,2,11,17
case_0118,274.16,285,train,0,5,4
case_0118,285,302.3,train,5,3,2
case_0120,0,16,train,3,2,1
case_0120,16,48.56,train,1,30,55
case_0120,48.56,84,train,3,2,1
case_0120,84,105.5,train,1,20,27
case_0120,105.5,134.4,train,1,17,25
case_0120,134.4,163,train,3,2,1
case_0120,163,184,train,1,23,37
case_0120,184,209.52,train,1,15,39
case_0120,209.52,217.24,train,1,6,8
case_0120,217.24,224,train,3,2,1
case_0120,224,227.08,train,1,18,18
case_0120,227.08,234,train,1,12,16
case_0120,234,250,train,1,10,5
case_0120,250,265,train,1,0,0
case_0120,265,308.64,train,1,15,40
case_0120,308.64,323.6,train,1,6,8
case_0120,323.6,344,train,1,0,0
case_0120,344,349.08,train,1,14,11
case_0120,349.08,386,train,1,7,3
case_0120,386,400.36,train,1,15,34
case_0120,400.36,420.64,train,1,7,3
case_0120,420.64,441.16,train,1,15,34
case_0120,441.16,470,train,1,1,10
case_0120,470,492.44,train,1,1,38
case_0120,492.44,521.2,train,1,0,0
case_0120,521.2,535.04,train,1,1,32
case_0120,535.04,584.92,train,1,8,12
case_0120,584.92,595.12,train,2,0,0
case_0120,595.12,616.12,train,2,4,7
case_0120,616.12,624.6,train,2,4,6
case_0120,624.6,638,train,2,10,5
case_0120,638,670.5,train,1,5,69
case_0120,670.5,704.32,train,1,10,5
case_0120,704.32,767.48,train,1,5,69
case_0120,767.48,774.48,train,3,2,1
case_0120,774.48,815.4,train,1,10,5
case_0120,815.4,830,train,1,5,19
case_0120,830,865,train,2,10,5
case_0120,865,874.92,train,1,5,19
case_0120,874.92,901.28,train,1,21,35
case_0120,901.28,930.16,train,3,2,1
case_0120,930.16,951,train,2,29,47
case_0120,951,957.72,train,1,5,19
case_0120,957.72,970,train,1,5,90
case_0120,970,979.53,train,5,3,2
case_0122,0,11.69,train,5,3,2
case_0122,11.69,33.54,train,0,6,13
case_0122,33.54,39.39,train,0,10,5
case_0122,39.39,56.96,train,0,0,0
case_0122,56.96,64.46,train,0,6,8
case_0122,64.46,95.68,train,0,7,3
case_0122,95.68,105.77,train,0,1,10
case_0122,105.77,113.72,train,0,1,20
case_0122,113.72,143.72,train,0,1,24
case_0122,143.72,267.7,train,0,1,9
case_0122,267.7,306.15,train,0,8,15
case_0122,306.15,310.57,train,2,0,0
case_0122,310.57,325.58,train,2,4,7
case_0122,325.58,366.2,train,2,11,22
case_0122,366.2,397.48,train,0,5,4
case_0124,0,110.3,val,5,3,2
case_0124,110.3,113.87,val,0,6,8
case_0124,113.87,114.86,val,0,18,18
case_0124,114.86,117.95,val,0,10,5
case_0124,117.95,120.12,val,0,12,16
case_0124,120.12,121.84,val,0,12,26
case_0124,121.84,127.3,val,0,0,0
case_0124,127.3,134.3,val,0,6,41
case_0124,134.3,148.98,val,5,3,2
case_0124,148.98,152.71,val,0,6,41
case_0124,152.71,206.81,val,0,7,3
case_0124,206.81,233.2,val,0,1,10
case_0124,233.2,247.87,val,0,0,0
case_0124,247.87,255.38,val,0,1,20
case_0124,255.38,294.51,val,5,3,2
case_0124,294.51,350,val,0,1,28
case_0124,350,364.54,val,5,3,2
case_0124,364.54,382.6,val,0,1,29
case_0124,382.6,414.14,val,5,3,2
case_0124,414.14,467.03,val,0,1,9
case_0124,467.03,472.03,val,5,3,2
case_0124,472.03,516.52,val,0,1,9
case_0124,516.52,521.94,val,5,3,2
case_0124,521.94,557.56,val,0,1,9
case_0124,557.56,565.91,val,0,0,0
case_0124,565.91,569.18,val,5,3,2
case_0124,569.18,604.92,val,0,1,9
case_0124,604.92,613.03,val,0,0,0
case_0124,613.03,649.3,val,0,1,9
case_0124,649.3,651.9,val,5,3,2
case_0124,651.9,655.38,val,0,0,0
case_0124,655.38,675.32,val,0,8,15
case_0124,675.32,683.92,val,2,0,0
case_0124,683.92,689.52,val,2,4,7
case_0124,689.52,696.76,val,2,4,6
case_0124,696.76,705.32,val,0,91,210
case_0124,705.32,717.12,val,0,5,44
case_0124,717.12,741.25,val,0,11,22
case_0124,741.25,749.32,val,0,5,4
case_0128,0,3,val,5,3,2
case_0128,3,9.7,val,1,15,39
case_0128,9.7,24.7,val,1,7,58
case_0128,24.7,34.45,val,1,6,73
case_0128,34.45,39.45,val,1,1,10
case_0128,39.45,54.3,val,1,1,38
case_0128,54.3,62.8,val,1,1,32
case_0128,62.8,74.5,val,1,8,12
case_0128,74.5,77.8,val,2,4,7
case_0128,77.8,78,val,1,5,69
case_0128,79.3,80.53,val,5,3,2
case_0131,0,6.52,train,5,3,2
case_0131,6.52,14.67,train,0,6,8
case_0131,14.67,21.44,train,0,6,13
case_0131,21.44,26.13,train,0,14,11
case_0131,26.13,31.1,train,0,0,0
case_0131,31.1,41.9,train,0,7,3
case_0131,41.9,47.18,train,0,1,10
case_0131,47.18,51.2,train,0,1,20
case_0131,51.2,70.25,train,0,1,9
case_0131,70.25,76.77,train,0,8,15
case_0131,76.77,90.88,train,2,4,7
case_0131,90.88,99.91,train,2,11,22
case_0131,99.91,111.32,train,0,5,4
case_0131,111.32,116.14,train,0,10,5
case_0131,116.14,121.44,train,0,5,4
case_0134,0,5.96,train,5,3,2
case_0134,5.96,17.86,train,4,17,25
case_0134,17.86,21.6,train,4,23,37
case_0134,21.6,37.7,train,4,40,89
case_0134,37.7,49.82,train,4,0,0
case_0134,49.82,57.82,train,4,40,89
case_0134,57.82,66.2,train,4,9,31
case_0134,66.2,79.2,train,4,0,0
case_0134,79.2,102,train,4,9,33
case_0134,102,125.51,train,4,13,21
case_0134,125.51,131.51,train,4,10,5
case_0134,131.51,144.44,train,4,21,35
case_0134,144.44,170,train,3,2,1
case_0134,170,240.1,train,4,19,23
case_0136,0,5.67,train,5,3,2
case_0136,5.67,38.74,train,1,17,25
case_0136,38.74,68.48,train,1,23,37
case_0136,69.88,116.76,train,1,15,39
case_0136,116.76,221.61,train,1,15,40
case_0136,221.61,235.7,train,1,6,8
case_0136,235.7,247,train,1,18,18
case_0136,248.33,253,train,1,12,16
case_0136,253,265.1,train,1,12,26
case_0136,265.1,273.84,train,1,0,0
case_0136,273.84,292.68,train,1,15,34
case_0136,292.68,296.28,train,1,0,0
case_0136,296.28,343.31,train,1,7,3
case_0136,343.31,358.35,train,1,0,0
case_0136,359.07,389.83,train,1,15,34
case_0136,389.83,416.45,train,1,1,10
case_0136,416.45,426.99,train,1,0,0
case_0136,426.99,454.37,train,1,1,38
case_0136,454.37,466.15,train,1,0,0
case_0136,466.15,478.46,train,1,1,32
case_0136,478.46,535.52,train,1,8,12
case_0136,535.52,549.46,train,1,0,0
case_0136,549.46,590.26,train,1,8,12
case_0136,590.26,598.46,train,2,0,0
case_0136,598.46,619.03,train,2,4,7
case_0136,619.03,623.87,train,2,0,0
case_0136,626.77,786.96,train,1,5,69
case_0136,787.25,818.45,train,1,5,36
case_0136,818.45,824.93,train,1,10,5
case_0136,824.93,856.07,train,1,29,47
case_0136,856.07,897.01,train,1,5,36
case_0136,897.01,917.63,train,5,3,2
case_0137,0,6.89,train,5,3,2
case_0137,6.89,13.15,train,4,40,89
case_0137,13.15,22.37,train,4,20,27
case_0137,22.37,30.98,train,4,9,31
case_0137,30.98,40.17,train,4,9,59
case_0137,40.17,43.78,train,4,0,0
case_0137,43.78,56.92,train,4,9,33
case_0137,56.92,68.74,train,4,57,125
case_0137,68.74,74.55,train,4,10,5
case_0137,74.55,75.78,train,4,13,30
case_0137,75.78,92.5,train,4,13,21
case_0137,92.5,100.27,train,4,10,5
case_0137,100.27,105.84,train,4,86,194
case_0137,105.84,110.24,train,4,21,35
case_0137,110.24,112.51,train,4,43,85
case_0137,112.51,119.86,train,5,3,2
case_0143,0,18.92,train,5,3,2
case_0143,18.92,54,train,4,9,31
case_0143,54,60.4,train,4,0,0
case_0143,60.4,96,train,4,9,33
case_0143,96,101.96,train,4,0,0
case_0143,101.96,111.64,train,4,13,30
case_0143,111.64,196.16,train,4,13,21
case_0143,196.16,209,train,4,13,51
case_0143,209,232.84,train,4,5,19
case_0143,232.84,237.66,train,5,3,2
case_0145,0,24.86,test,5,3,2
case_0145,24.86,38.59,test,0,6,8
case_0145,38.59,44.87,test,0,18,18
case_0145,44.87,50.73,test,0,12,16
case_0145,50.73,58.14,test,0,12,26
case_0145,58.14,64.6,test,0,0,0
case_0145,64.6,80.03,test,0,6,41
case_0145,80.03,87.06,test,0,0,0
case_0145,87.06,101.32,test,0,7,3
case_0145,101.32,145.26,test,0,1,24
case_0145,145.26,150.59,test,0,0,0
case_0145,150.59,157.89,test,0,7,42
case_0145,157.89,170.44,test,0,7,3
case_0145,170.44,177.26,test,0,0,0
case_0145,177.26,206.15,test,0,1,24
case_0145,206.15,301.53,test,0,1,9
case_0145,301.53,315.15,test,0,0,0
case_0145,315.15,357.77,test,0,8,15
case_0145,357.77,363.47,test,0,5,4
case_0145,363.47,374.5,test,0,10,5
case_0145,374.5,380.41,test,2,0,0
case_0145,380.41,397.91,test,2,4,7
case_0145,397.91,452.28,test,2,11,22
case_0145,452.28,455.99,test,2,4,6
case_0145,455.99,462.87,test,0,5,4
case_0148,0,12.24,train,0,6,8
case_0148,12.24,24.52,train,3,2,1
case_0148,24.52,55.7,train,0,7,3
case_0148,55.7,62.84,train,3,2,1
case_0148,62.84,76,train,0,1,10
case_0148,76,80.04,train,0,1,20
case_0148,80.04,85.76,train,0,0,0
case_0148,85.76,97.68,train,3,2,1
case_0148,97.68,119.08,train,0,1,28
case_0148,119.08,135.36,train,0,1,29
case_0148,135.36,193.12,train,0,1,9
case_0148,193.12,198.04,train,3,2,1
case_0148,198.04,200.32,train,0,0,0
case_0148,200.32,209,train,3,2,1
case_0148,209,240.6,train,0,8,12
case_0148,240.6,260.28,train,3,2,1
case_0148,260.28,272.44,train,0,8,50
case_0148,272.44,274.68,train,0,8,43
case_0148,274.68,279.04,train,0,8,50
case_0148,279.04,285.12,train,0,6,81
case_0148,285.12,288.6,train,3,2,1
case_0148,288.6,300.64,train,2,4,7
case_0148,300.64,310.64,train,3,2,1
case_0148,310.64,314.28,train,0,10,5
case_0148,314.28,320.24,train,3,2,1
case_0148,320.24,330.26,train,0,5,4
case_0148,330.26,344,train,3,2,1
